4,-0.00022999999999999998,-0.002547,0.006481999999999999,0.001274,-0.0016820000000000001,-0.021813,0.229425,0.229611,0.229116,0.041956,0.042001,0.042594,0.003735,0.01208,0.01178,0.0041979999999999995,0.009699,0.031891,0.494542,0.49451000000000006,0.494795,0.494284,0.494346,0.49444099999999996,0.000262,-0.060578999999999994,0.025146,0.000122,-0.044929000000000004,-0.18149500000000002,0.019117,0.019272,0.018799,0.010042,0.010473,0.012058,-0.8890170000000001,0.033389999999999996,0.037494,-0.836837,0.030999000000000002,0.17263299999999998,0.643594,0.6447930000000001,0.671554,0.883279,0.8747309999999999,0.8838219999999999
0,-0.00015,-0.00040599999999999995,-0.00040199999999999996,-9.9e-05,0.0058909999999999995,0.005744,0.37148600000000004,0.371503,0.37156999999999996,-0.224456,-0.22451999999999997,-0.22456199999999998,0.000339,0.000917,0.001424,0.000356,0.0007469999999999999,0.002352,0.32555,0.32556999999999997,0.325801,0.325457,0.325499,0.325731,0.00018899999999999999,0.011322,-0.022038,0.000583,0.010908,-0.012879,-0.063364,-0.061405999999999995,-0.060327,-0.000117,-0.00011,-0.000169,-0.672421,0.016656999999999998,0.042128,-0.668233,0.0062640000000000005,0.046813,0.592047,0.5948640000000001,0.6202350000000001,0.862649,0.854301,0.863192
5,-7.4e-05,0.001216,-0.002215,0.0022559999999999998,-0.002932,0.17743,0.14686400000000002,0.146767,0.147199,-0.182332,-0.182251,-0.184462,0.011561,0.020638,0.038163,0.01445,0.01493,0.05778099999999999,0.403239,0.40320100000000003,0.402979,0.408473,0.408461,0.408369,-0.000769,-0.004138,-0.047152,-0.000488,-0.0035659999999999997,0.13334100000000002,0.098261,0.09841699999999999,0.100427,-0.043801,-0.043642,-0.045104000000000005,-0.7718619999999999,0.005909,0.018553,-0.831983,-0.236064,0.039104,0.706922,0.706134,0.73607,0.8311620000000001,0.8236559999999999,0.829533
7,-0.000731,-0.004029,0.003058,0.002574,0.005497999999999999,-0.016412,0.33016999999999996,0.330464,0.330228,0.046483,0.046472,0.046916,0.011583,0.020062,0.026795999999999997,0.014891999999999999,0.017079,0.076905,0.44699099999999997,0.446956,0.446954,0.446646,0.44670299999999996,0.44657399999999997,0.001032,0.005762,-0.015629,0.000629,-0.021481,-0.066751,-0.285379,-0.275443,-0.275123,-0.014953999999999999,-0.015028,-0.016277,-0.740831,0.0022370000000000003,0.010919,-0.722491,0.0038770000000000002,0.041233,0.5832109999999999,0.586305,0.607038,0.8979370000000001,0.88871,0.895223
5,-0.000268,0.00045700000000000005,0.011415999999999999,-0.000145,-2.2e-05,-0.000259,0.291906,0.291856,0.290984,-0.08050700000000001,-0.08051699999999999,-0.080497,0.0034340000000000004,0.008375,0.01037,0.004918,0.008356,0.017322999999999998,0.511004,0.510973,0.511269,0.509273,0.509338,0.50957,0.000256,-0.000528,0.031204000000000003,0.000308,-0.041958999999999996,-0.109556,0.020378,0.020493,0.01955,-0.001173,-0.001182,-0.00134,-0.8624139999999999,0.009068000000000001,0.014757,-0.868366,0.028879000000000002,0.047652999999999994,0.658321,0.659058,0.684751,0.8686209999999999,0.860215,0.868078
0,0.0023899999999999998,0.005321,-0.011105,0.003375,0.093704,0.06356,0.27110300000000004,0.27073600000000003,0.272902,-0.144246,-0.144625,-0.145405,0.010777,0.022128000000000002,0.028938,0.013316,0.015608000000000002,0.022971000000000002,0.313519,0.313539,0.31350900000000004,0.319931,0.319972,0.319882,-0.002428,-0.023611,0.017041,-0.001183,0.048517000000000005,0.031964,-0.080203,-0.07829900000000001,-0.078877,0.016895,0.016499,0.015672,-0.7708430000000001,0.010947,0.019875,-0.75371,0.002455,0.023371,0.731959,0.731812,0.7595310000000001,0.861564,0.853226,0.861564
3,-0.000798,-0.005528,0.020242,-0.0008550000000000001,0.019984000000000002,0.14947,0.196297,0.196716,0.19518,0.100783,0.10074,0.099552,0.011153,0.019871,0.022427000000000002,0.014385,0.014725,0.073404,0.37424,0.374201,0.37414899999999995,0.376461,0.376445,0.37595,0.000769,-0.007589,0.058686,0.0009029999999999999,0.007331999999999999,0.10032100000000001,-0.19501500000000002,-0.187973,-0.18550899999999998,-0.009431,-0.009590999999999999,-0.011104000000000001,-0.723479,0.001625,0.024527,-0.7780239999999999,0.00025,0.063302,0.708395,0.706134,0.731672,0.8621059999999999,0.8537629999999999,0.8577629999999999
2,0.0013039999999999998,-0.003507,-0.013472999999999999,0.002101,-0.001033,-0.000918,0.124493,0.124759,0.127404,0.033408,0.033435,0.033454000000000005,0.010232999999999999,0.018379,0.030847000000000003,0.013325,0.014738999999999999,0.04236,0.26964099999999996,0.269595,0.269534,0.27426300000000003,0.274298,0.274049,-0.0009630000000000001,-0.0032259999999999997,-0.04495,-0.001433,-0.007223,0.028114,0.047103,0.047633,0.04872,-0.016256,-0.016113,-0.015632,-0.82155,0.00011200000000000001,0.018290999999999998,-0.746373,0.00025299999999999997,0.036529,0.751105,0.7503569999999999,0.7741939999999999,0.8762209999999999,0.867742,0.877307
7,-0.000743,-0.005678,0.055299,0.002666,-0.000968,-0.011583,0.316629,0.31704,0.312855,0.024655,0.024679,0.024994,0.01138,0.019883,0.026184,0.013911000000000001,0.017668,0.051006,0.37949499999999997,0.37951999999999997,0.379344,0.384972,0.384957,0.38459499999999996,0.000661,-0.006737999999999999,0.061033000000000004,0.000309,0.018969,-0.043969,-0.140567,-0.135634,-0.137991,0.05241799999999999,0.053496,0.052008000000000006,-0.763367,0.001565,0.011931,-0.773325,0.000333,0.032626999999999996,0.675994,0.677603,0.706745,0.8604780000000001,0.853226,0.861564
2,-5e-06,0.011247,0.026386,-0.000616,0.01439,0.064294,0.10803499999999999,0.10729100000000001,0.10529000000000001,-0.00351,-0.003565,-0.004374,0.010645,0.020381,0.019535,0.013151,0.017485,0.028942000000000002,0.310164,0.310183,0.310214,0.313135,0.31311100000000003,0.313017,-0.0008150000000000001,0.027768,-0.024572999999999998,7.3e-05,-0.009025,-0.040132999999999995,0.126826,0.125912,0.12799100000000002,-0.028451999999999998,-0.028468,-0.027889999999999998,-0.7346600000000001,0.011636,0.018157,-0.8083560000000001,0.0019510000000000003,0.017776,0.709867,0.708987,0.734604,0.861564,0.8537629999999999,0.8610209999999999
